activeaddresses,confirmationtime,difficulty,difficulty30ema,difficulty30mom,difficulty30roc,difficulty30sma,difficulty30trx,difficulty30var,difficulty3ema,difficulty3trx,difficulty3wma,difficulty7ema,difficulty7trx,difficulty7wma,difficulty90mom,difficulty90roc,difficulty90var,difficulty90wma,fee_to_rewardUSD,hashrate3var,hashrate7mom,median_transaction_feeUSD,mediantransactionvalueUSD,mining_profitability,mining_profitability90trx,price30wmaUSD,price3momUSD,price3rocUSD,price3rsiUSD,price7rsiUSD,price90smaUSD,sentinusd90stdUSD,top100cap,top100cap30rsi,top100cap7roc,top100cap90rsi,transactions,transactionvalueUSD,category
124611,9.0,7673000.0,6358816.0,3305124.0,75.669,6164676.0,1.358,1296262457682.0,7660142.0,0.9620000000000001,7673000.0,7503324.0,1.656,7649145.0,4423450.0,136.125,2180085742573.0,5134959.0,1.5630000000000002,5.0242732428213e+24,10614323468051.0,0.0575,115.115,7092.0,0.254,111.73100000000001,-48.56,-29.69,24.65,42.81399999999999,46.648999999999994,180576055,20.19,65.535,0.9990000000000001,52.423,68247,4028.0,0
102963,8.324,7673000.0,6443602.0,3305124.0,75.669,6274847.0,1.3780000000000001,1252343164010.0,7666571.0,0.63,7673000.0,7545743.0,1.528,7673000.0,4423450.0,136.125,2284220826087.0,5207391.0,1.291,7.331185447905699e+24,11872824980999.0,0.0462,98.59899999999999,6360.0,0.273,111.881,-102.95100000000001,-52.688,18.382,35.9,47.521,180713935,20.136,63.745,1.527,51.908,58517,2789.0,1
82837,8.623,7673000.0,6522918.0,3007612.0,64.467,6375101.0,1.3940000000000001,1221108094430.0,7669785.0,0.4,7673000.0,7577557.0,1.3840000000000001,7673000.0,4423450.0,136.125,2383524573089.0,5278743.0,0.958,1.5865311139963e+24,1084656577772.0,0.0492,70.79899999999999,6595.0,0.29100000000000004,112.311,-80.064,-44.854,25.888,38.954,48.46,180253241,20.137999999999998,63.785,1.535,51.927,53350,2395.0,1
71397,9.412,7673000.0,6597117.0,2825353.0,58.283,6469279.0,1.405,1190619441762.0,7671393.0,0.247,7673000.0,7601418.0,1.2329999999999999,7673000.0,4423450.0,136.125,2477996983579.0,5349015.0,1.38,7.1544919353852e+23,-1073343484471.0,0.0459,48.534,5779.0,0.307,112.197,-23.151,-20.131,22.478,36.71,49.325,179634857,20.149,63.997,1.933,52.023999999999994,55318,1393.0,1
100248,8.78,7673000.0,6666529.0,2825353.0,58.283,6563458.0,1.413,1142391637396.0,7672196.0,0.15,7673000.0,7619313.0,1.085,7673000.0,4423450.0,136.125,2567638057558.0,5418207.0,1.785,2.8891796894723e+23,-1353747264139.0,0.0436,69.25399999999999,5865.0,0.32299999999999995,111.67399999999999,-5.337999999999999,-5.774,19.679000000000002,35.016,50.138000000000005,179207184,20.385,68.17699999999999,3.535,54.059,54332,1672.0,1
100365,8.136000000000001,7673000.0,6731462.0,2825353.0,58.283,6657636.0,1.4180000000000001,1076424681331.0,7672598.0,0.09,7673000.0,7632735.0,0.943,7673000.0,4423450.0,136.125,2652447795025.0,5486319.0,1.165,8.671706994945901e+24,2943012412377.0,0.0375,54.821000000000005,4937.0,0.33799999999999997,110.28,-23.392,-23.764,13.339,30.796999999999997,50.81399999999999,179035829,20.518,70.193,4.078,55.141999999999996,67608,1984.0,1
105254,8.421,8038276.0,6815773.0,3190629.0,65.818,6763990.0,1.42,1019450344506.0,7855437.0,0.649,7855638.0,7734120.0,0.89,7764319.0,4788726.0,147.366,2758250272700.0,5561378.0,1.876,7.656010108718499e+24,-2553885906906.0,0.0389,70.344,5006.0,0.35100000000000003,108.993,-14.115,-15.368,21.773000000000003,32.900999999999996,51.513000000000005,178779230,20.389,65.99600000000001,3.17,53.895,56535,2375.0,1
82114,9.796,8974296.0,6955032.0,4126649.0,85.12700000000001,6901545.0,1.426,1040964977283.0,8414867.0,2.435,8445407.0,8044164.0,1.0659999999999998,8076597.0,5724746.0,176.17,2936841391024.0,5655840.0,1.148,4.1311166095848e+24,6264392475735.0,0.0473,91.95700000000001,4878.0,0.363,108.73100000000001,7.572,8.692,59.235,45.151,52.395,202838271,20.427,66.60600000000001,1.176,54.205,46484,11864.0,1
105015,10.511,8974296.0,7085307.0,4126649.0,85.12700000000001,7039100.0,1.4340000000000002,1024636874867.0,8694581.0,3.105,8818293.0,8276697.0,1.285,8342401.0,5724746.0,176.17,3107340479299.0,5748904.0,1.594,2.5519992129119e+25,-3769482394850.0,0.0534,91.794,6198.0,0.375,109.15100000000001,31.656999999999996,42.18600000000001,72.99600000000001,52.351000000000006,53.41,203379046,20.424,66.502,1.431,54.173,59391,3353.0,1
74501,9.351,8974296.0,7207178.0,4126649.0,85.12700000000001,7176655.0,1.442,970466037257.0,8834439.0,2.864,8974296.0,8451097.0,1.463,8561730.0,5724746.0,176.17,3269747537528.0,5840570.0,1.19,2.5297640460602e+25,1850831492606.0,0.0572,63.022,6887.0,0.386,109.969,36.746,47.271,79.66199999999999,56.648,54.512,202740265,20.546,68.447,2.03,55.163000000000004,48148,2602.0,0
69875,8.182,8974296.0,7321185.0,4126649.0,85.12700000000001,7314210.0,1.45,878452464453.0,8904367.0,2.261,8974296.0,8581897.0,1.565,8734584.0,5724746.0,176.17,3424062565708.0,5930837.0,0.745,4.897121792269799e+25,14944159270288.0,0.0571,73.62,6616.0,0.397,110.665,19.615,20.718000000000004,78.965,56.506,55.606,202016545,20.52,67.578,1.844,54.906000000000006,44048,2530.0,1
91717,9.412,8974296.0,7427838.0,4126649.0,85.12700000000001,7451765.0,1.4569999999999999,748596156457.0,8939332.0,1.633,8974296.0,8679996.0,1.5919999999999999,8860963.0,5724746.0,176.17,3570285563842.0,6019707.0,1.204,2.4027300542222e+25,10518932650208.0,0.0568,85.425,6062.0,0.40700000000000003,111.208,6.834,6.405,74.935,55.839,56.683,202157939,20.518,67.509,0.653,54.886,47041,3960.0,1
93177,8.571,8974296.0,7527609.0,3393244.0,60.799,7564873.0,1.462,696420402236.0,8956814.0,1.113,8974296.0,8753571.0,1.556,8940867.0,5787141.0,181.577,3705865399816.0,6107179.0,1.4409999999999998,3.3278830331149e+24,4890236734373.0,0.0604,72.2,7056.0,0.41600000000000004,112.11200000000001,6.3,5.502999999999999,85.51,60.968999999999994,57.836000000000006,202562157,20.52,67.54,0.01,54.901,61500,3176.0,0
102538,8.889,8974296.0,7620944.0,2278470.0,34.028,7640822.0,1.465,731693143115.0,8965555.0,0.728,8974296.0,8808753.0,1.473,8974296.0,6005521.0,202.28900000000002,3823245990120.0,6193238.0,1.5230000000000001,5.2456835262369e+23,6566744868456.0,0.0674,77.78699999999999,7469.0,0.426,113.79899999999999,20.505,17.941,93.486,69.079,59.145,205642605,20.311,60.742,-0.384,52.873999999999995,64861,4566.0,0
90770,8.372,8974296.0,7708257.0,2278470.0,34.028,7716771.0,1.465,755429385504.0,8969925.0,0.462,8974296.0,8850138.0,1.36,8974296.0,6005521.0,202.28900000000002,3931721326432.0,6277830.0,1.393,1.3650232897849e+24,-788142069154.0,0.0699,91.25,8539.0,0.435,115.664,26.205,23.081999999999997,94.954,71.513,60.511,206469517,20.382,62.091,-0.22,53.468,62394,3672.0,0
86205,8.421,8974296.0,7789937.0,2278470.0,34.028,7792720.0,1.463,767629129401.0,8972111.0,0.28600000000000003,8974296.0,8881178.0,1.23,8974296.0,6005521.0,202.28900000000002,4031291408750.0,6360955.0,0.9440000000000001,1.0376991678845e+25,19242444143769.0,0.0665,91.286,7248.0,0.444,116.944,12.164000000000001,10.072000000000001,64.814,63.494,61.797,205881136,20.42,62.787,-0.02,53.777,55093,2893.0,0
78259,9.796,8974296.0,7866347.0,2278470.0,34.028,7868669.0,1.459,768292374807.0,8973203.0,0.174,8974296.0,8904457.0,1.095,8974296.0,6005521.0,202.28900000000002,4121956237076.0,6442615.0,1.054,1.1327229833818e+25,8182520926964.0,0.0632,85.83200000000001,6431.0,0.45299999999999996,117.681,-8.484,-6.294,44.25899999999999,56.308,63.00899999999999,205093237,20.167,55.678000000000004,-1.849,51.448,44222,2291.0,1
118060,8.136000000000001,8974296.0,7937828.0,2278470.0,34.028,7944618.0,1.452,757419121722.0,8973750.0,0.10400000000000001,8974296.0,8921917.0,0.961,8974296.0,6005521.0,202.28900000000002,4203715811408.0,6522807.0,0.7390000000000001,1.1797304716947e+25,-5438109653450.0,0.062,72.582,7773.0,0.461,118.185,-15.695,-11.232000000000001,38.056,53.872,64.19,204541612,20.183,56.022,-1.641,51.59,41702,1703.0,1
86965,8.276,8974296.0,8004697.0,2278470.0,34.028,8020567.0,1.442,735009370146.0,8974023.0,0.061,8974296.0,8935012.0,0.835,8974296.0,6005521.0,202.28900000000002,4276570131748.0,6601533.0,1.044,1.1345111089427e+25,6503493854254.0,0.0653,91.26100000000001,7263.0,0.469,119.02799999999999,-2.384,-1.794,61.358999999999995,59.708,65.435,205946817,20.057000000000002,52.838,-2.25,50.473,51602,4764.0,0
76917,9.664,9854414.0,8124033.0,3158588.0,47.172,8125854.0,1.4340000000000002,777526055636.0,9414219.0,1.262,9414355.0,9164862.0,0.877,9194326.0,6885639.0,231.935,4416478161259.0,6698136.0,1.217,1.4303285304215e+25,6361431561756.0,0.0672,75.671,6393.0,0.47600000000000003,120.03,8.148,6.4510000000000005,71.124,62.982,66.718,205547838,20.088,53.512,-2.106,50.739,47450,2824.0,0
83615,9.536,10076293.0,8249985.0,3380467.0,50.486000000000004,8238536.0,1.4280000000000002,823469969518.0,9745256.0,2.1430000000000002,9818667.0,9392720.0,1.0070000000000001,9438392.0,7107518.0,239.40900000000002,4566138193669.0,6797933.0,1.074,3.8041679337411e+24,812327765545.0,0.0623,88.1,6340.0,0.483,120.302,0.617,0.49700000000000005,36.442,50.872,67.884,205059685,20.156,54.958999999999996,-0.762,51.31399999999999,55176,3054.0,1
81968,10.745999999999999,10076293.0,8367812.0,3380467.0,50.486000000000004,8351218.0,1.422,844019317980.0,9910774.0,2.239,10039313.0,9563613.0,1.133,9643101.0,7107518.0,239.40900000000002,4703324940710.0,6895995.0,1.548,1.2629841404622e+25,-761358466481.0,0.0555,71.153,5352.0,0.488,119.632,-19.511,-14.944,18.079,38.789,68.893,204385232,20.215,56.19,-0.8190000000000001,51.809,55295,1811.0,1
82857,10.511,10076293.0,8478036.0,3380467.0,50.486000000000004,8463900.0,1.4169999999999998,839174101020.0,9993534.0,1.895,10076293.0,9691783.0,1.217,9808454.0,7107518.0,239.40900000000002,4828038402382.0,6992321.0,1.3130000000000002,4.3296048768826e+24,-8527314662305.0,0.0513,71.191,5046.0,0.493,118.415,-31.77,-23.627,12.349,33.150999999999996,69.812,203620954,20.229,56.479,-0.9329999999999999,51.926,51275,1610.0,1
69993,9.057,10076293.0,8581150.0,3380467.0,50.486000000000004,8576582.0,1.412,808934318641.0,10034913.0,1.43,10076293.0,9787911.0,1.247,9934449.0,7107518.0,239.40900000000002,4940278578686.0,7086912.0,1.139,3.6118461527038e+24,1703017272558.0,0.0525,46.458,5658.0,0.498,117.387,-19.622,-15.74,22.671,36.189,70.757,203196164,20.203,55.765,0.18100000000000002,51.68899999999999,50102,1047.0,1
72149,8.727,10076293.0,8677610.0,3071234.0,43.843,8678957.0,1.405,791101920091.0,10055603.0,1.004,10076293.0,9860006.0,1.23,10021087.0,7107518.0,239.40900000000002,5040045469621.0,7179767.0,0.882,4.3881544738602e+24,4265564059399.0,0.0567,59.378,6262.0,0.501,116.94200000000001,2.414,2.174,52.681000000000004,46.396,71.794,202764894,20.175,54.993,-0.042,51.435,50167,1435.0,1
85210,8.675,10076293.0,8767848.0,2403293.0,31.320999999999998,8759067.0,1.3980000000000001,816037630802.0,10065948.0,0.6709999999999999,10076293.0,9914078.0,1.1740000000000002,10068369.0,6960601.0,223.405,5137023472602.0,7270886.0,1.264,3.2144845420687e+25,8021100537784.0,0.0565,64.307,5457.0,0.504,116.501,10.31,10.04,51.062,45.928999999999995,72.82600000000001,202138623,20.096,52.871,0.198,50.727,53174,1810.0,1
109120,8.571,10076293.0,8852264.0,2403293.0,31.320999999999998,8839176.0,1.389,828138192474.0,10071120.0,0.433,10076293.0,9954632.0,1.093,10076293.0,6800828.0,207.62900000000002,5232294401290.0,7360306.0,1.103,2.4488762355159003e+25,4877050976955.0,0.0552,70.008,5568.0,0.507,115.935,5.335,5.079,40.39,43.034,73.825,201420038,20.097,52.898,0.047,50.736999999999995,56567,1910.0,1
102439,8.727,10076293.0,8931233.0,2403293.0,31.320999999999998,8919286.0,1.3780000000000001,827403605107.0,10073707.0,0.271,10076293.0,9985047.0,0.996,10076293.0,6800828.0,207.62900000000002,5316145264416.0,7448065.0,1.249,1.3619004226044e+24,10447568930261.0,0.0548,76.058,5355.0,0.509,115.387,-3.8689999999999998,-3.41,36.952,42.114,74.807,200740124,20.125999999999998,53.604,-0.146,50.99100000000001,50274,1799.0,1
81940,8.78,10076293.0,9005108.0,2403293.0,31.320999999999998,8999396.0,1.3659999999999999,813833868703.0,10075000.0,0.16699999999999998,10076293.0,10007858.0,0.892,10076293.0,6800828.0,207.62900000000002,5388576061981.0,7534163.0,1.585,1.0270718371015e+24,12395979380577.0,0.0542,59.976000000000006,5442.0,0.51,114.87899999999999,-4.585,-4.0569999999999995,30.996,40.592,75.767,200386240,20.137,53.86600000000001,-0.387,51.085,66610,1135.0,1
84341,8.372,10076293.0,9074217.0,2403293.0,31.320999999999998,9079506.0,1.3519999999999999,787428983260.0,10075646.0,0.1,10076293.0,10024967.0,0.7879999999999999,10076293.0,6800828.0,207.62900000000002,5449586793985.0,7618600.0,1.476,1.1132572279721e+24,12979333544320.0,0.0553,59.973,5770.0,0.511,114.695,0.165,0.149,51.957,44.793,76.742,199721389,20.063,51.765,-0.821,50.409,67709,1487.0,0
80919,7.912000000000001,10076293.0,9138867.0,2403293.0,31.320999999999998,9159615.0,1.3359999999999999,748188948779.0,10075970.0,0.059000000000000004,10076293.0,10037798.0,0.687,10076293.0,6800828.0,207.62900000000002,5499177460428.0,7701376.0,1.341,4.064479744921e+24,12899553221068.0,0.0563,46.253,5926.0,0.511,114.78399999999999,2.908,2.653,66.215,48.713,77.734,199056082,20.028,50.798,-0.865,50.092,73220,1054.0,0
69607,8.571,10301131.0,9213852.0,2628131.0,34.251999999999995,9247220.0,1.32,710282151899.0,10188550.0,0.314,10188712.0,10103632.0,0.63,10132502.0,7025666.0,214.49400000000003,5555966504632.0,7787434.0,1.3319999999999999,1.0321116683956e+25,16074327405022.0,0.11199999999999999,52.908,5199.0,0.511,114.82799999999999,3.318,3.06,56.426,47.18899999999999,78.712,198532769,20.009,50.262,-0.8220000000000001,49.918,65260,958.6569999999999,0
82796,8.276,11187257.0,9341168.0,3514258.0,45.8,9364362.0,1.306,739412512756.0,10687904.0,1.534,10706721.0,10374538.0,0.73,10402214.0,7911793.0,241.547,5683226128875.0,7891250.0,1.331,1.0656594449415e+25,8506760119279.0,0.0561,66.581,5179.0,0.51,114.86399999999999,1.7009999999999998,1.5390000000000001,61.976000000000006,48.428000000000004,79.691,197573851,20.000999999999998,50.038000000000004,-0.473,49.846000000000004,60824,2074.0,0
83723,9.351,11187257.0,9460271.0,3514258.0,45.8,9481504.0,1.294,741098415689.0,10937581.0,2.043,11039570.0,10577718.0,0.866,10632248.0,7911793.0,241.547,5795029835465.0,7993135.0,1.472,4.283680413022e+24,6703233738668.0,0.0543,56.878,4670.0,0.509,114.63799999999999,-3.867,-3.438,26.17,40.494,80.62899999999999,196741610,20.022000000000002,50.623000000000005,-0.377,50.033,66316,1303.0,0
84759,10.213,11187257.0,9571689.0,3514258.0,45.8,9598646.0,1.284,715339860697.0,11062419.0,1.93,11187257.0,10730103.0,0.98,10822604.0,7911793.0,241.547,5891377624403.0,8093088.0,1.6909999999999998,3.2910540619918e+25,-3745092842039.0,0.0523,61.821999999999996,4587.0,0.507,114.113,-7.162000000000001,-6.41,13.245999999999999,33.324,81.51100000000001,196130687,20.046,51.336999999999996,-0.39899999999999997,50.261,64030,1228.0,0
84162,9.73,11187257.0,9675919.0,3514258.0,45.8,9715788.0,1.274,662136847781.0,11124838.0,1.5490000000000002,11187257.0,10844391.0,1.0490000000000002,10973283.0,7911793.0,241.547,5972269495688.0,8191109.0,2.053,1.9936511528472e+25,-1872712655623.0,0.0535,67.321,4982.0,0.504,113.70700000000001,-5.2410000000000005,-4.669,39.857,40.648,82.40700000000001,195448046,20.142,54.026,0.025,51.141999999999996,61010,1259.0,0
78453,8.943999999999999,11187257.0,9773425.0,3148981.0,39.175,9820754.0,1.263,629491612015.0,11156048.0,1.131,11187257.0,10930108.0,1.069,11084285.0,7911793.0,241.547,6037705449320.0,8287197.0,1.361,5.08438941807e+24,2570382692922.0,0.0552,68.267,5231.0,0.502,113.458,1.8559999999999999,1.709,63.823,49.893,83.34,194598385,20.111,53.041000000000004,0.237,50.846000000000004,58570,1620.0,0
68371,9.664,11187257.0,9864640.0,2212961.0,24.659000000000002,9894519.0,1.253,662411699989.0,11171653.0,0.777,11187257.0,10994395.0,1.048,11155610.0,7911793.0,241.547,6087685485299.0,8381354.0,1.054,5.2185579140966e+24,-5965888280348.0,0.0564,80.035,5206.0,0.499,113.289,8.24,7.88,74.118,55.299,84.29799999999999,193750095,20.113,53.103,0.423,50.86600000000001,52066,1618.0,0
64226,9.231,11187257.0,9949970.0,2212961.0,24.659000000000002,9968284.0,1.2409999999999999,684449124933.0,11179455.0,0.511,11187257.0,11042611.0,0.997,11187257.0,7547909.0,207.39700000000002,6151478207977.0,8473578.0,1.198,1.2718250227018e+25,-1168393819295.0,0.0565,57.043,4934.0,0.495,113.086,5.905,5.519,74.539,55.516000000000005,85.258,193458655,20.098,52.604,0.44299999999999995,50.72,47664,1003.0,0
71676,11.163,11187257.0,10029795.0,2212961.0,24.659000000000002,10042050.0,1.229,695603886848.0,11183356.0,0.326,11187257.0,11078773.0,0.924,11187257.0,7536246.0,206.415,6202114660158.0,8563960.0,1.3330000000000002,2.3961984909315003e+25,-16713137975892.0,0.0566,75.782,4693.0,0.491,112.88799999999999,2.708,2.451,76.421,56.324,86.208,193097493,20.11,52.963,0.5429999999999999,50.832,48692,1263.0,0
82573,9.536,11187257.0,10104470.0,2212961.0,24.659000000000002,10115815.0,1.216,695875985732.0,11185307.0,0.20199999999999999,11187257.0,11105894.0,0.8390000000000001,11187257.0,7536246.0,206.415,6238727655248.0,8652501.0,1.22,3.0902672934756997e+25,-12651951445807.0,0.0576,88.835,5631.0,0.48700000000000004,112.82799999999999,2.465,2.185,86.779,62.016999999999996,87.167,192397310,20.084,52.083999999999996,0.313,50.582,53791,1439.0,0
74802,9.231,11187257.0,10174328.0,2212961.0,24.659000000000002,10189580.0,1.202,685265421585.0,11186282.0,0.12300000000000001,11187257.0,11126235.0,0.75,11187257.0,7536246.0,206.415,6261317193246.0,8739201.0,1.2670000000000001,2.1883790033983003e+25,6709018657685.0,0.0583,92.055,5211.0,0.483,112.85600000000001,3.78,3.3480000000000003,90.852,65.556,88.139,191511846,20.132,53.57,0.428,51.037,51834,1669.0,0
83266,8.276,11187257.0,10239678.0,2212961.0,24.659000000000002,10263346.0,1.187,663772194409.0,11186770.0,0.07400000000000001,11187257.0,11141490.0,0.66,11187257.0,7536246.0,206.415,6269883274153.0,8824061.0,1.285,2.8547688001112e+25,9306520464339.0,0.0593,90.044,5784.0,0.479,113.008,5.496,4.856,94.492,70.191,89.132,190955103,20.112000000000002,52.878,-0.147,50.843999999999994,59615,1406.0,0
84962,8.521,11187257.0,10300812.0,2212961.0,24.659000000000002,10337111.0,1.171,631396304202.0,11187014.0,0.043,11187257.0,11152932.0,0.575,11187257.0,7536246.0,206.415,6264425897968.0,8907081.0,1.1340000000000001,8.253242281129901e+24,9099588998467.0,0.0623,99.751,5588.0,0.474,113.545,9.324,8.089,98.0,79.601,90.195,190116802,20.143,53.852,0.161,51.138999999999996,55232,1707.0,0
69624,8.727,11450754.0,10375002.0,2476458.0,27.595,10419660.0,1.1540000000000001,604013203318.0,11318884.0,0.32,11319006.0,11227388.0,0.5329999999999999,11253132.0,7799742.0,213.632,6266845828596.0,8994052.0,1.137,4.9694647804594e+24,13444186851953.0,0.0639,75.408,5608.0,0.47,114.305,11.039000000000001,9.46,98.671,82.92299999999999,91.294,189513580,19.901,46.11,-1.053,48.812,51115,1822.0,0
69657,8.834,12153412.0,10489738.0,3179116.0,35.425,10525630.0,1.14,623344087319.0,11736148.0,1.238,11758167.0,11458894.0,0.608,11485260.0,8502400.0,232.878,6318752595334.0,9094561.0,0.7709999999999999,4.3223096705444e+24,9245621977553.0,0.0644,84.322,5311.0,0.465,115.15700000000001,10.054,8.47,98.859,83.926,92.405,189589907,19.908,46.321999999999996,-0.946,48.873999999999995,40559,1216.0,0
73994,8.182,12153412.0,10597072.0,3179116.0,35.425,10631601.0,1.127,620215467762.0,11944780.0,1.6030000000000002,12036302.0,11632523.0,0.7090000000000001,11682882.0,8502400.0,232.878,6352809780071.0,9192994.0,1.103,1.5867883399880998e+25,25944986960932.0,0.0642,73.29899999999999,5450.0,0.46,115.992,3.7510000000000003,3.01,91.37,81.767,93.507,189031386,19.976,48.541000000000004,-0.6659999999999999,49.534,52582,1611.0,0
76227,9.113999999999999,12153412.0,10697481.0,3179116.0,35.425,10737571.0,1.115,594627344646.0,12049096.0,1.5030000000000001,12153412.0,11762745.0,0.792,11845999.0,8502400.0,232.878,6369017382807.0,9289350.0,1.3719999999999999,1.2085282285414e+25,18104849588705.0,0.0629,90.398,5226.0,0.455,116.654,-1.999,-1.565,52.015,68.14699999999999,94.572,188400077,19.977,48.577,-0.534,49.545,56912,1559.0,0
80558,8.571,12153412.0,10791412.0,3179116.0,35.425,10843542.0,1.103,546579717972.0,12101254.0,1.204,12153412.0,11860412.0,0.841,11974610.0,8502400.0,232.878,6367375403541.0,9383630.0,1.23,1.1865164606479e+25,12191136635384.0,0.0632,99.887,5342.0,0.45,117.35799999999999,-2.32,-1.8019999999999998,59.099,69.72399999999999,95.62899999999999,187675617,19.927,47.06100000000001,-1.0170000000000001,49.073,54892,1857.0,0
78228,8.045,12153412.0,10879283.0,2298997.0,23.33,10920175.0,1.092,565286579534.0,12127333.0,0.879,12153412.0,11933662.0,0.853,12068716.0,8309035.0,216.135,6366377419091.0,9475834.0,1.053,8.3664045082296e+24,12935492349887.0,0.0636,91.552,5567.0,0.445,118.12200000000001,-1.111,-0.865,67.431,71.618,96.67299999999999,187298143,19.945999999999998,47.706,-0.826,49.26,57247,1385.0,0
